iter	MultiClass
447	0.00767086959
448	0.007656284762
449	0.007637653018
450	0.007618466041
451	0.007599505038
452	0.007575206878
453	0.007555767502
454	0.007541037965
455	0.007523712578
456	0.007504124532
457	0.007489922257
458	0.007473321867
459	0.007455413147
460	0.007439011533
461	0.007421701149
462	0.007404571931
463	0.007388435936
464	0.007370321186
465	0.007354920413
466	0.007338000321
467	0.007324656377
468	0.007308719955
469	0.00729593614
470	0.00727990968
471	0.007265653173
472	0.007248862776
473	0.00723408949
474	0.007219786256
475	0.007191387532
476	0.007176806549
477	0.007163647495
478	0.007149517244
479	0.007132160139
480	0.007116239539
481	0.007097162997
482	0.007081879809
483	0.007067254469
484	0.007051281516
485	0.007035966519
486	0.00702071624
487	0.007001118353
488	0.006983293434
489	0.006969193409
490	0.006950952448
491	0.006935274689
492	0.006919238687
493	0.006906136645
494	0.006889965213
495	0.006876887686
496	0.006857906916
497	0.006846510708
498	0.00683017695
499	0.006814490932
500	0.006803666792
501	0.006789872803
502	0.006778431041
503	0.006762926614
504	0.006750656359
505	0.006736072456
506	0.006721490593
507	0.006706997326
508	0.006695290438
509	0.006679273804
510	0.006664128835
511	0.006651885097
512	0.006640138666
513	0.006626185942
514	0.006615535364
515	0.006598950204
516	0.006585298036
517	0.006570673759
518	0.006557808165
519	0.006545191995
520	0.006531657619
521	0.006515017132
522	0.006501835898
523	0.006487678953
524	0.006471370139
525	0.006457568433
526	0.006447954399
527	0.006435979015
528	0.006423511992
529	0.006411165475
530	0.006399014897
531	0.006389157579
532	0.00637783959
533	0.006365503654
534	0.006355039625
535	0.006341414316
536	0.006328398029
537	0.006316967412
538	0.006305244061
539	0.006294957568
540	0.006281000716
541	0.006269966687
542	0.00625904814
543	0.006248570109
544	0.00623147268
545	0.006220078818
546	0.006208068757
547	0.00619554599
548	0.006184537636
549	0.006171448293
550	0.006159873516
551	0.006146502788
552	0.006136377139
553	0.00612564813
554	0.006115268052
555	0.006103464852
556	0.006092542585
557	0.006080179624
558	0.006067504224
559	0.006056775872
560	0.006043489146
561	0.006032657928
562	0.006022341858
563	0.006011738452
564	0.006000004458
565	0.005988275044
566	0.005978403872
567	0.005968765567
568	0.005958466216
569	0.005948347374
570	0.005936794902
571	0.005927653104
572	0.005916026704
573	0.00590608289
574	0.005896852775
575	0.005887209466
576	0.005876381089
577	0.005865071467
578	0.005851276488
579	0.005841172292
580	0.005827361983
581	0.00581450846
582	0.005803591411
583	0.005793735522
584	0.005782424221
585	0.005770272192
586	0.005759858841
587	0.005745367963
588	0.005734182975
589	0.005722059277
590	0.005711860334
591	0.005701166384
592	0.005686225424
593	0.005670765719
594	0.005660306504
595	0.005648673799
596	0.005637594818
597	0.005625992588
598	0.005616155339
599	0.005606633096
600	0.005597381426
601	0.005589739967
602	0.005579298247
603	0.005568651868
604	0.005559295003
605	0.005550157511
606	0.005542056571
607	0.005532697871
608	0.00552280045
609	0.005512926913
610	0.005504782613
611	0.005496737406
612	0.005488534414
613	0.005480061885
614	0.005471691578
615	0.0054630443
616	0.005452269779
617	0.005443236527
618	0.005434701764
619	0.00542644889
620	0.005418820262
621	0.005410918286
622	0.005402200364
623	0.005392538075
624	0.005383912625
625	0.005374917364
626	0.005367042268
627	0.005358377856
628	0.005350289413
629	0.005341207047
630	0.005333381326
631	0.005325979452
632	0.005318358144
633	0.005310985341
634	0.00530182775
635	0.005293673541
636	0.0052826465
637	0.00527251585
638	0.005264687385
639	0.005255582973
640	0.005245665669
641	0.005237281589
642	0.005229936866
643	0.00522290193
644	0.005214668908
645	0.005206485018
646	0.005196950041
647	0.005190163527
648	0.00518084018
649	0.005173163649
650	0.005165170018
651	0.005156675378
652	0.005146372135
653	0.005138108841
654	0.005130018354
655	0.00512136781
656	0.005108846621
657	0.005100200706
658	0.005092738513
659	0.005083964012
660	0.005076841744
661	0.005070619046
662	0.005063439292
663	0.00505589682
664	0.005047964921
665	0.005038280501
666	0.00503030377
667	0.005022250729
668	0.005008109651
669	0.004998999048
670	0.004990764873
671	0.004980275912
672	0.004972938367
673	0.004967258471
674	0.004958686111
675	0.004950776341
676	0.004937943934
677	0.004930504886
678	0.004922712533
679	0.004915221472
680	0.004907331731
681	0.004898881858
682	0.004890269241
683	0.004883501819
684	0.004873267636
685	0.004865762761
686	0.004856882627
687	0.004850484237
688	0.004843628335
689	0.004836635146
690	0.004828729324
691	0.004821159913
692	0.004814739783
693	0.00480612533
694	0.004799172248
695	0.0047916139
696	0.004783327114
697	0.004775840548
698	0.004769562296
699	0.004764098553
700	0.004755554628
701	0.004748418815
702	0.00474077846
703	0.00473393142
704	0.004727218796
705	0.004719115459
706	0.004712869999
707	0.004705949694
708	0.00469790312
709	0.004690541806
710	0.004684684525
711	0.004678135862
712	0.004671532307
713	0.004664726368
714	0.004656713531
715	0.004650571868
716	0.004643044936
717	0.004635845235
718	0.004630310398
719	0.004621501281
720	0.004615919272
721	0.004609324136
722	0.004602978608
723	0.004596745399
724	0.00459054249
725	0.004583516404
726	0.00457557297
727	0.004569473939
728	0.004563600273
729	0.004558149412
730	0.004549826732
731	0.004544160139
732	0.004539148184
733	0.00453248199
734	0.004525580425
735	0.004520082285
736	0.00451277735
737	0.00450615749
738	0.004500791948
739	0.004493165602
740	0.004486857215
741	0.0044803009
742	0.004475223431
743	0.004468274798
744	0.004462195338
745	0.004456034931
746	0.004450341266
747	0.004441973808
748	0.004435882435
749	0.004429767002
750	0.004424913665
751	0.004419600272
752	0.004412698373
753	0.004407439511
754	0.004400954953
755	0.004395803987
756	0.004389700861
757	0.004384028433
758	0.004376890887
759	0.004371474326
760	0.00436577441
761	0.004359513022
762	0.004353717102
763	0.004346697143
764	0.004342120396
765	0.00433578972
766	0.004331090059
767	0.004325980371
768	0.004320105239
769	0.004314577181
770	0.00430896547
771	0.004303456398
772	0.004296695287
773	0.004289900767
774	0.004283674906
775	0.004278383858
776	0.004273178801
777	0.004266035645
778	0.004260036205
779	0.004254962976
780	0.004249359378
781	0.004243676568
782	0.004237631015
783	0.00423249963
784	0.004227599573
785	0.004220649058
786	0.004214842811
787	0.004209440162
788	0.00420451166
789	0.004199484114
790	0.004193970847
791	0.004186244051
792	0.004180796883
793	0.004176005573
794	0.004171188295
795	0.00416419416
796	0.004158413219
797	0.00415361583
798	0.004147652143
799	0.004141841358
800	0.004136513092
801	0.004130948468
802	0.004125322128
803	0.004120687811
804	0.004116431629
805	0.004111094384
806	0.004104999904
807	0.004100261189
808	0.004094615236
809	0.004087332071
810	0.004082328711
811	0.004076593539
812	0.004072271718
813	0.004068212003
814	0.004063070918
815	0.004056927824
816	0.004051711957
817	0.004046097851
818	0.004040296583
819	0.004035731195
820	0.004030401389
821	0.004025865565
822	0.004020803753
823	0.004016370783
824	0.004012358963
825	0.004007109754
826	0.004002237497
827	0.003997050226
828	0.003991069785
829	0.003985717018
830	0.003981826715
831	0.003976958214
832	0.003972510313
833	0.003968367655
834	0.003963669596
835	0.00395803236
836	0.003952697626
837	0.003947413868
838	0.003943148241
839	0.003937652332
840	0.003932193117
841	0.003927795911
842	0.003922392076
843	0.003917865213
844	0.00391287184
845	0.003908293198
846	0.003902804237
847	0.00389723938
848	0.003892122387
849	0.003887684728
850	0.003883430659
851	0.003878085733
852	0.003873500908
853	0.003868933061
854	0.00386365317
855	0.003859981821
856	0.003854977224
857	0.003850318643
858	0.003846198342
859	0.003842583188
860	0.003838512222
861	0.003833506457
862	0.003828218584
863	0.003824083514
864	0.003819307322
865	0.003814404124
866	0.003810787969
867	0.003806844931
868	0.003801964146
869	0.003797273207
870	0.003792682024
871	0.003788044498
872	0.003781831679
873	0.003778179787
874	0.003774223762
875	0.00376944393
876	0.003765873825
877	0.00376213573
878	0.003758105884
879	0.003753684569
880	0.003749887444
881	0.003746078641
882	0.003742178579
883	0.003737797929
884	0.003732790913
885	0.003728193005
886	0.00372358535
887	0.003719514648
888	0.003715723696
889	0.00370997773
890	0.003706031463
891	0.003702301122
892	0.003698266923
893	0.003694199117
894	0.003688303505
895	0.003684476868
896	0.003679863515
897	0.00367581904
898	0.003671737408
899	0.003667315912
900	0.00366388745
901	0.003659088798
902	0.003655397327
903	0.00365139656
904	0.0036471087
905	0.003640697071
906	0.003636454603
907	0.00363268906
908	0.003628289437
909	0.003623586968
910	0.003619493552
911	0.003614377304
912	0.003610152152
913	0.003606265761
914	0.003602430262
915	0.003599568327
916	0.003595032754
917	0.003590928886
918	0.003586903839
919	0.003583328856
920	0.003579772163
921	0.003576659234
922	0.003573619926
923	0.003568711979
924	0.003565517474
925	0.003560613055
926	0.003555666684
927	0.003551220824
928	0.003546247391
929	0.003541453613
930	0.003538443448
931	0.003534451813
932	0.003531152572
933	0.00352727529
934	0.003523714054
935	0.003519249727
936	0.003515673945
937	0.003512658189
938	0.003508893738
939	0.003505030167
940	0.0035019051
941	0.003498102269
942	0.003494422004
943	0.003491270958
944	0.003487514128
945	0.003483934893
946	0.003480767974
947	0.003476868676
948	0.003472004088
949	0.003468398552
950	0.003464724875
951	0.003460496183
952	0.003455704873
953	0.003451534341
954	0.003448100942
955	0.003444322239
956	0.003440522392
957	0.003437226746
958	0.003433266815
959	0.003430329201
960	0.003427261426
961	0.003423705064
962	0.003418886625
963	0.003415415459
964	0.003411991865
965	0.003408417192
966	0.003403758416
967	0.003399680599
968	0.003395989007
969	0.003392040201
970	0.003388624786
971	0.003385684242
972	0.003382758322
973	0.00337907413
974	0.003374513606
975	0.003371306713
976	0.003368590188
977	0.003365626947
978	0.003362087165
979	0.003358887322
980	0.003355214252
981	0.003352053979
982	0.003348315548
983	0.003345181387
984	0.003341281268
985	0.003337589907
986	0.003333206177
987	0.003330396959
988	0.00332691062
989	0.003322879784
990	0.00331916474
991	0.003315482798
992	0.003312331611
993	0.003309330638
994	0.003305981114
995	0.003302916413
996	0.003299204983
997	0.003295434936
998	0.00329206401
999	0.003288776148
