68000 18.410457 18.3948198 18.3874941 18.3948198 18.3948198 18.4021514 18.5574798 17.9561606 17.9561606 17.9561606 19.0416783 17.9633231 17.9633231 18.4094887 18.4094887 18.4094887 18.416832 18.416832 18.416832 18.4241811 18.4576446 17.4229868 17.4013343 17.4013343 17.4085458 17.4157633 18.0416552 18.0416552 17.4157633 17.4302162 17.4374517 17.761907 17.7692862 17.7692862 17.7840632 18.101669 18.4346013 18.1242773 18.1318259 18.1318259 24.065699 24.940005 26.6199593 28.3009912 30.7663436 32.7774297 35.9930243 38.7686821 42.738166 46.3849307 50.5173682 55.1257488 60.227776 63.2348997 67.4540573 72.288279 75.1158933 80.2528659 82.8583177 86.7153476 25.2419832 22.5566481 20.8396405 20.8416271 21.1526826 21.4616876 23.3299437 20.225818 21.4529456 20.8141953 20.8161691 20.2093408 20.5202485 20.8311519 19.890327 20.5286104 20.5286104 20.5369792 19.9227745 20.2423222 34.1481355 36.8889651 37.3085793 38.2018012 36.7991353 35.1403694 33.2174162 31.3656039 31.0678783 31.0932399 30.5061131 30.5185798 31.1958078 30.5560413 30.5685489 30.883306 31.5197978 30.9056219 31.2334718 31.9076347
68004.5023 18.0558805 18.3665703 18.3665703 18.3592762 18.3665703 18.3665703 17.9214192 18.2324381 18.2324381 17.928545 18.3582496 17.9356765 18.2396905 18.329098 18.3869075 18.3869075 18.3884875 18.3942213 18.3942213 18.4015409 18.7836847 18.0492121 18.3506966 18.0342769 18.0342769 18.0492121 18.0417414 18.0417414 18.3658938 18.3811163 18.388737 18.396364 18.4039973 18.4039973 18.3963235 18.7446658 18.7524566 18.7602539 18.7680577 18.7680577 24.6847535 25.5290117 27.2536738 28.8975789 31.0848186 33.4162404 35.641854 39.1181805 42.7554235 46.4035788 50.5749755 54.8645855 59.2745582 62.9580984 67.2937043 71.5229145 75.3629911 79.9399162 82.8462164 87.2231125 25.8657098 23.1698422 21.4535206 21.4555598 21.7753505 21.4622521 23.3305549 20.8401887 21.4447961 21.4273684 21.4293945 21.1340195 21.1340195 21.4447961 20.5041148 21.1426175 21.1426175 21.1512226 20.5375092 20.8571664 33.2693834 37.1250945 37.9201021 38.1391239 37.0349691 35.0545565 32.8412424 30.6573306 30.989128 30.3820036 30.1342612 30.1711151 29.8845792 30.2080594 30.2080594 30.5061131 30.5567519 30.5567519 30.8550606 30.8936535
68009.0045 17.3858864 17.414498 18.0129585 18.020098 18.020098 18.0129585 16.9696122 17.5827014 17.560771 17.560771 17.4283135 17.5827014 16.9830801 18.0343939 18.0400174 18.0175236 18.0415505 18.0246734 17.4406661 18.0400174 18.7368815 18.0119204 18.3052553 17.9896192 17.9970468 18.3146683 17.3655028 17.3438568 18.3203774 18.0193664 18.3431074 18.3278225 18.3354085 17.7325267 18.056689 17.7472242 18.7135673 18.6902409 18.6979962 18.7213322 24.6441702 24.8887814 26.2487651 28.8765743 31.0329674 32.4032731 34.6209061 38.104957 42.0705209 45.0544516 48.9147298 53.2382153 57.6541694 61.0921819 66.0252539 69.6599537 73.2141269 78.7425912 81.5375949 86.4729499 25.8000682 23.1133763 21.409969 21.4032929 21.695181 21.3832649 23.2446596 20.7894208 20.7466441 21.3839228 21.3859272 21.0911339 21.0825777 21.6755444 20.4542265 21.0648275 21.07338 20.4791403 20.4957832 20.8147738 31.3537206 37.3602505 37.7949836 37.733915 37.1929203 35.2497728 32.721578 30.8800608 30.2844763 29.6416539 28.7956381 29.1287752 28.8181319 28.5199745 29.1397223 28.8533189 29.5224282 29.5224282 29.5464889 28.8885919
68013.5068 17.6612989 17.0576058 17.0363303 17.0363303 17.0643479 17.043064 16.5941707 16.6204169 16.6269915 16.6269915 17.0710954 17.2316775 16.6335712 17.6657167 17.0831734 17.0831734 17.0899336 17.0686245 17.0831734 17.6947708 18.0416552 17.3224004 17.3009972 17.952573 17.3027254 17.9617741 17.9673732 17.3297271 17.6246195 17.6666881 17.659237 17.6885799 17.6738314 17.6958892 18.6516786 17.710526 18.0417414 18.0435876 18.0267139 18.0267139 23.9373749 24.8375699 26.2053608 28.1600734 30.2956675 32.3491323 34.5773212 38.3614897 41.6434787 44.3717154 48.5651302 52.2437134 56.3512112 60.088722 64.0460795 69.0701698 72.0322 76.9582708 81.023028 84.9269032 25.127394 23.0284174 20.7046469 21.3313007 21.0503846 20.4038923 22.5607371 20.1198424 20.7221139 20.7053553 21.0248277 20.3956316 20.6962678 21.0051538 19.761587 20.4211022 20.7388998 21.048422 20.1110384 20.1191937 29.7389783 37.284005 37.7648191 37.9559484 37.4146879 35.1499555 32.3084245 30.1030698 29.202863 29.2146479 28.062769 27.7422561 27.7759511 27.787201 27.787201 28.4630353 27.8557925 27.867093 27.8435874 27.8897216
68018.009 17.2979442 16.6873342 16.7029591 16.6873342 16.7147506 16.7095402 16.2464426 16.2667316 16.2464426 16.2464426 16.7004894 16.2528489 16.2592603 16.7213389 16.7213389 16.7213389 16.7136653 16.7279325 16.7279325 16.7136653 18.0193664 17.3012125 17.2869904 17.2583488 17.2600553 17.2887093 17.2725416 17.2869904 17.3012125 17.6303219 17.6375832 17.6393519 17.6301204 18.2598298 17.6373905 18.2748956 17.9970468 17.9988699 18.0119204 17.9894686 23.9084385 24.7556435 26.4332681 27.8295417 30.5618311 32.2951721 34.142928 37.6254006 40.6791845 43.6306416 47.1725822 51.16399 55.2858341 59.4337788 62.7955331 67.086659 70.7268411 75.4583834 78.9150843 83.8046984 25.6642784 22.3659104 20.6635769 20.6396897 21.2643532 20.6461356 23.1327585 20.3379935 20.9308311 20.9466159 20.9308311 20.323439 20.6552414 20.9635151 20.0306012 20.6461356 20.6461356 21.2624067 20.046033 20.3880851 28.9864794 36.8716932 37.3611819 38.450858 38.9132363 35.6094131 32.7530466 30.6320282 29.0985333 29.0985333 27.5749997 27.3247792 27.9723534 27.0614035 27.0614035 27.0494049 27.7097153 27.1135486 27.4240618 27.4008759
68022.5113 16.6295715 16.3160237 16.3160237 16.3160237 16.3224246 16.2968509 15.8816575 15.8816575 16.1813552 16.168664 16.9225166 15.8878929 16.168664 16.3288306 16.3288306 16.3288306 16.3416576 16.3352416 16.3352416 16.3416576 17.959783 17.2371034 17.2229689 17.2229689 17.2246573 17.2317252 17.8566505 17.2300333 17.2371034 17.5666915 17.5721742 17.5811378 17.5938593 17.5938593 17.6010996 17.9228135 17.937583 17.9393779 17.9449769 17.9449769 23.8104121 24.9970807 26.3680008 28.6736777 30.182624 31.8708224 34.7659713 37.2428346 40.2565509 43.2541293 46.4680159 50.4901741 55.0248723 57.8133572 61.4972029 66.4865807 69.1616823 74.2785412 77.7742692 82.3849556 25.2135121 22.5549169 20.8700181 20.8718947 21.4943805 20.8784131 22.7224997 20.5649684 20.8551167 21.1447946 21.161792 20.5566994 20.8551167 21.161792 20.2399397 20.8718947 20.8784131 20.8784131 20.2806803 20.2888482 27.0058471 37.399491 37.5214127 39.284182 39.1302011 36.7210909 33.5522876 31.9840803 29.8383745 28.6210148 28.3368427 27.4536212 27.7919133 27.497635 26.8867833 26.9083531 26.919151 26.919151 26.9407728 27.5983866
68027.0135 16.5400987 16.8498877 17.1213396 17.1480603 16.8564646 17.1494061 16.7111917 16.7111917 16.6643205 16.7111917 17.161452 16.7229324 16.7294674 17.161452 17.161452 17.161452 17.1480603 17.1681557 17.1681557 16.8498877 18.5672472 17.8423444 17.8277494 17.8277494 17.8277494 17.8367843 17.8350439 17.8350439 18.1553965 18.1646096 18.1851716 18.1869614 18.2000958 18.2000958 18.2075671 18.506025 18.5443529 18.5461968 18.5596095 18.536475 24.7041371 25.5830116 26.9627889 28.6385152 30.7762844 32.7533659 34.7079313 37.8654036 40.5593888 43.574623 46.80918 50.447222 54.3536727 57.5547562 61.2685603 65.2963561 68.6778758 73.4579461 77.0514119 81.7130309 26.0516731 23.4312065 21.7498798 22.0650333 22.3644799 21.7498798 23.5897489 21.4521704 22.0385128 21.9933933 22.0228155 21.69768 22.0385128 22.3445691 21.4178057 21.7140368 21.7498798 21.7498798 21.4607788 21.4693942 26.9072381 38.280622 38.7302865 40.1673431 40.89793 38.8195908 35.6194097 32.4787986 31.2768551 30.0133134 28.8577496 28.2464901 27.3574603 27.6723588 27.402609 27.424496 27.4011798 27.4440209 27.4573923 27.4340612
68031.5158 16.7192524 16.7596274 17.3445973 17.331131 17.3595135 17.3513383 16.9237299 16.9316086 16.9104837 16.9368898 16.7726496 16.9303073 16.9500703 17.3378615 17.364836 17.364836 17.3715928 17.3715928 17.3730071 17.3662577 18.5139149 17.7841074 18.0813834 17.7474578 17.7474578 17.7841074 17.1316562 17.7768545 17.7691894 18.1183144 18.1257187 18.1274783 18.1179333 17.5221162 17.5292886 17.8496508 18.4911519 18.4929687 18.483253 18.483253 24.9250372 25.2195859 26.5864741 28.8574825 30.6870977 32.726367 34.0005383 37.1646137 40.4406364 42.5571479 45.7980552 49.1963218 52.9464856 55.8382089 60.2175572 63.3895826 66.770912 71.9431037 75.4211465 80.1423706 26.3404362 23.6603006 21.9689355 22.2740255 22.6163726 21.9963881 23.8014908 21.6638409 21.6649143 22.5340429 22.5712121 21.9426044 22.2473288 22.5802298 21.6292341 21.978805 22.2562206 21.6822393 21.6638409 21.7082788 25.8475411 38.7424664 38.9448089 40.0860327 41.3767398 39.9642982 37.0251037 34.221829 32.3113157 31.0917805 28.6983828 28.4165789 27.8453603 27.5968477 27.5733324 26.9890015 27.3030068 27.3371569 27.3247622 26.7283995
68036.018 16.997898 17.0163991 17.0163991 17.0032081 17.0310501 17.0442678 16.6035217 16.5906408 16.5777798 16.6099697 17.6164847 16.6022573 16.6216072 17.0575061 17.0575061 17.0575061 17.0508843 17.0641329 17.6301514 17.0508843 18.1105262 17.0903079 17.3652749 17.3869476 17.3723282 18.0299323 17.4010776 17.3723282 17.386452 17.4294066 17.4365032 17.4452759 17.4578279 17.4578279 17.7768545 18.4081643 17.7837067 17.8076273 17.7909743 17.7909743 24.606335 26.1108302 27.4451918 28.2192323 30.3383981 32.0012862 33.9439886 37.7388693 39.8016042 42.5033915 45.437464 48.5032638 52.0359874 54.9114582 58.3601577 62.411736 65.4934559 69.9471955 73.3437834 77.650349 25.6457104 23.3003581 21.613105 21.6217227 21.9349702 21.5947377 23.4413456 21.2906118 21.8651969 22.1864896 22.1972331 21.8814098 21.900028 22.5082896 21.2567095 21.9087531 21.9174851 21.9174851 21.3257198 21.6389787 26.0499697 39.0039747 39.0970584 41.5290233 42.5193685 42.3209152 39.3285214 35.8416531 33.4068777 32.13549 29.7316976 28.2972665 27.7022814 27.1109952 26.8540288 26.8417073 26.8523377 27.1731985 27.2287621 26.6344442
68040.5203 17.2936567 16.3864915 16.3611646 16.3816033 16.6881494 16.7089966 16.2287321 16.2804834 16.2350101 16.2804834 16.9703199 16.2867937 16.241293 16.4055381 16.9966203 16.4260323 16.7075542 16.6946127 16.4055381 16.7075542 18.0666532 17.3020518 17.5842144 17.5842144 17.591322 17.61981 17.6401648 18.2517842 17.6346677 17.6412366 17.6687666 17.6847662 17.6919464 17.6754016 18.3276516 17.6969569 17.7334611 18.0238199 18.0592971 18.0592971 24.835184 25.6842405 27.0559532 28.4625309 30.2760247 32.2496346 34.4775085 36.994342 39.4161112 42.7162793 45.0020706 48.0792545 51.6036483 54.1886965 57.6124454 61.0503091 64.1266251 68.3650661 71.3405231 75.9012497 25.7947084 23.4650384 21.8218136 22.0815818 22.4107002 21.8218136 23.9450748 21.5004375 22.3840313 23.3019797 22.7058277 22.1091838 22.3910264 22.7148343 21.7977051 22.1179573 22.4018035 22.1060198 21.8205557 21.8565064 24.7270449 39.460168 39.6495722 41.6828846 44.6279775 44.023397 41.9717566 38.1192978 35.3058534 34.0670166 31.3496128 29.5684007 29.0508713 27.8643479 27.5390067 27.2526788 27.3060521 26.9829621 27.0042169 26.7147962
